NomeCandidato;NomeFornecedor;Valor;Descricao
RUBERVAL BRAGA ROLA;PARTIDO PROGRESSISTA - PP DIRETORIO REGIONAL;312,5;DOAÌàÌÄO DE 31.250 SANTINHOS
ELIESER OLIVEIRA DA SILVA;PARTIDO PROGRESSISTA - PP DIRETORIO REGIONAL;312,5;DOAÌàÌÄO DE 31.250 SANTINHOS
JOELSO DOS SANTOS PONTES;PARTIDO PROGRESSISTA - PP DIRETORIO REGIONAL;312,5;SANTINHOS
FRANCISCO LEIDINILSON FERREIRA DE MOURA;PARTIDO PROGRESSISTA - PP DIRETORIO REGIONAL;312,5;DOAÌàÌÄO DE 31.250 SANTINHOS
JONES ROBERTO REGO DA SILVA;PARTIDO PROGRESSISTA - PP DIRETORIO REGIONAL;312,5;DOAÌàÌÄO DE 31.250 SANTINHOS 
LENILDA PEREIRA CAVALCANTE;PARTIDO PROGRESSISTA - PP DIRETORIO REGIONAL;312,5;DOAÌàÌÄO DE 31.250 SANTINHOS
SEBASTIAO NOGUEIRA DA CRUZ;PARTIDO PROGRESSISTA - PP DIRETORIO REGIONAL;312,5;DOAÌàÌÄO DE 31.250 SANTINHOS
SANDRO CARDOSO DA SILVA;PARTIDO PROGRESSISTA - PP DIRETORIO REGIONAL;312,5;DOAÌàÌÄO DE 31.250 SANTINHOS
KIEFER ROBERTO CAVALCANTE LIMA;PARTIDO PROGRESSISTA - PP DIRETORIO REGIONAL;312,5;DOAÌàÌÄO DE 31.250 SANTINHOS
GLENN KELSON DA SILVA CASTRO;PARTIDO PROGRESSISTA - PP DIRETORIO REGIONAL;312,5;DOAÌàÌÄO DE 31.250 SANTINHOS
MARIA MARNÌSIA FERREIRA DA SILVA;PARTIDO PROGRESSISTA - PP DIRETORIO REGIONAL;312,5;DOAÌàÌÄO DE 31.250 SANTINHOS
JORGE ALMEIDA FILHO;PARTIDO PROGRESSISTA - PP DIRETORIO REGIONAL;312,5;DOAÌàÌÄO DE 31.250 SANTINHOS
SALOMAO MATOS PINHEIRO DE PAULA;PARTIDO PROGRESSISTA - PP DIRETORIO REGIONAL;312,5;DOAÌàÌÄO DE 31.250 SANTINHOS
MARCOS KENNEDY NEVES DE CASTRO;PARTIDO PROGRESSISTA - PP DIRETORIO REGIONAL;312,5;DOAÌàÌÄO DE 31.250 DE SANTINHOS 
FRANCISCO DAS CHAGAS MARTINS TELES;PARTIDO PROGRESSISTA - PP DIRETORIO REGIONAL;312,5;DOAÌàÌÄO DE 31.250 SANTINHOS
FRANCISCA EDILEUDA ARAUJO DE SOUZA;PARTIDO PROGRESSISTA - PP DIRETORIO REGIONAL;312,5;DOAÌàÌÄO DE 31.250 SANTINHOS
PAULO JOSE DOS SANTOS PEREIRA;PARTIDO PROGRESSISTA - PP DIRETORIO REGIONAL;312,5;DOAÌàÌÄO DE 31.250 SANTINHOS
JOSE DE OLIVEIRA SOUZA;PARTIDO PROGRESSISTA - PP DIRETORIO REGIONAL;312,5;DOAÌàÌÄO DE 31.250 SANTINHOS
LEILANE RIBEIRO DE OLIVEIRA;PARTIDO PROGRESSISTA - PP DIRETORIO REGIONAL;2000;DOAÌàÌÄO DE 200.000 SANTINHOS
GEHLEN DINIZ ANDRADE;PARTIDO PROGRESSISTA - PP DIRETORIO REGIONAL;312,5;DOAÌàÌÄO DE 31.250 SANTINHOS
LÌVIO VERAS;PARTIDO PROGRESSISTA - PP DIRETORIO REGIONAL;312,5;DOAÌàÌÄO DE 31.250 SANTINHOS
JULIO EDUARDO GOMES PEREIRA;GRAFICA GLOBO LTDA - ME;1600;SANTINHOS
EBER SILVA MACHADO;GRAFICA GLOBO LTDA - ME;400;DOAÌàÌÄO DE 5.000 MIL SANTINHOS
HILÌRIO JOSÌä DO NASCIMENTO;NELSON MAIA LIMA - ME;850;DOAÌàÌÄO DE 10 ADESIVOSåá 2 BANNERSåá 10 MIL SANTINHOS
SEBASTIÌÄO SIBÌ MACHADO OLIVEIRA;ELEICAO 2014 COMITE FINANCEIRO AC DISTRITAL/ESTADUAL PARA DEPUTADO FEDERAL PT;362,67;REF. A 22.667 SANTINHOS
SEBASTIÌÄO SIBÌ MACHADO OLIVEIRA;ELEICAO 2014 COMITE FINANCEIRO AC DISTRITAL/ESTADUAL PARA DEPUTADO FEDERAL PT;1386,66;REF. 86666 SANTINHOS
SEBASTIÌÄO SIBÌ MACHADO OLIVEIRA;ELEICAO 2014 COMITE FINANCEIRO AC DISTRITAL/ESTADUAL PARA DEPUTADO FEDERAL PT;132;REF. A 6000 SANTINHOS
IDESIO LUIS FRANKE;ELEICAO 2014 COMITE FINANCEIRO AC DISTRITAL/ESTADUAL PARA DEPUTADO FEDERAL PT;1120;SANTINHOS
IDESIO LUIS FRANKE;ELEICAO 2014 COMITE FINANCEIRO AC DISTRITAL/ESTADUAL PARA DEPUTADO FEDERAL PT;160;SANTINHOS
IDESIO LUIS FRANKE;ELEICAO 2014 COMITE FINANCEIRO AC DISTRITAL/ESTADUAL PARA DEPUTADO FEDERAL PT;99;SANTINHOS
SIDNEY DIAS DE OLIVEIRA;ELEICAO 2014 LEONARDO CUNHA DE BRITO DEPUTADO FEDERAL;200;IMPRESSÌÄO DE SANTINHOS COLORIDO ME. 010X0åá07 CM
JACIARA DE SOUSA RODRIGUES;ELEICAO 2014 LEONARDO CUNHA DE BRITO DEPUTADO FEDERAL;400;DOAÌàÌÄO DE 40.000 SANTINHOSåá VALOR UNIT. 0åá01åá REFERENTE A NF 43
DANIEL QUEIROZ DE SANT'ANA;ELEICAO 2014 LEONARDO CUNHA DE BRITO DEPUTADO FEDERAL;400;SANTINHOS 
LOURIVAL MARQUES DE OLIVEIRA FILHO;ELEICAO 2014 LEONARDO CUNHA DE BRITO DEPUTADO FEDERAL;1000;DOAÌàÌÄO DE SANTINHO
RAIMUNDO CORREIA DA COSTA;ELEICAO 2014 LEONARDO CUNHA DE BRITO DEPUTADO FEDERAL;400;SANTINHOS MED. 0åá10X0åá07CM COLORIDO
JONAS DE SOUZA LIMA;ELEICAO 2014 LEONARDO CUNHA DE BRITO DEPUTADO FEDERAL;400;DOAÌàÌÄO SANTINHO
ANDRE ROBERTO ROGERIO VALE DOS SANTOS;ELEICAO 2014 LEONARDO CUNHA DE BRITO DEPUTADO FEDERAL;200;SANTINHOS
ASTÌäRIO DE PAULA MOREIRA FILHO;ELEICAO 2014 LEONARDO CUNHA DE BRITO DEPUTADO FEDERAL;400;SANTINHOS 0åá10 X 0åá07 CM COLORIDO
RUTÌ_NIO SÌ DE OLIVEIRA;ELEICAO 2014 LEONARDO CUNHA DE BRITO DEPUTADO FEDERAL;40;SANTINHO MED. 0åá10X0åá07
FRANCIMAR FERNANDES DE ALBUQUERQUE;ELEICAO 2014 LEONARDO CUNHA DE BRITO DEPUTADO FEDERAL;400;IMPRESSÌÄO DE SANTINHOS MED 0åá10 X 0åá7 CM COLORIDO
MARCELO SIQUEIRA DE OLIVEIRA;ELEICAO 2014 LEONARDO CUNHA DE BRITO DEPUTADO FEDERAL;400;DOAÌàÌÄO DE 40 MIL SANTINHOS 0åá10X0åá7 COLORIDO R$ 0åá01 - REFERETE A NR 43
JAMYL ASFURY MARTINS OLIVEIRA;ELEICAO 2014 LEONARDO CUNHA DE BRITO DEPUTADO FEDERAL;200;SANTINHOS 
RAISSA RIBEIRO E SILVA;ELEICAO 2014 LEONARDO CUNHA DE BRITO DEPUTADO FEDERAL;100;SANTINHOS
RAISSA RIBEIRO E SILVA;ELEICAO 2014 LEONARDO CUNHA DE BRITO DEPUTADO FEDERAL;2112;SANTINHOS
RAISSA RIBEIRO E SILVA;ELEICAO 2014 LEONARDO CUNHA DE BRITO DEPUTADO FEDERAL;1320;SANTINHOS
JOSE MARQUES LEITE NETO;ELEICAO 2014 FLAVIANO FLAVIO BAPTISTA DE MELO DEPUTADO FEDERAL;510;SANTINHOS 6åá5X9åá0 CM
FRANCISCO DAS CHAGAS ROMAO;ELEICAO 2014 FLAVIANO FLAVIO BAPTISTA DE MELO DEPUTADO FEDERAL;2550;SANTINHO FRENTE E VERSO FORMATO 6åá5X9 CM IMPRESSO EM 4X4 CORES PAPEL COUCHE QUANTIDADE 300.000
JOSE EUGENIO LEAO BRAGA;ELEICAO 2014 FLAVIANO FLAVIO BAPTISTA DE MELO DEPUTADO FEDERAL;492;IMPRESSÌÄO DE MATERIAL GRAFICO CARTAZSESåá SANTINHOSåá ADESIVOS
ELIANE PEREIRA SINHASIQUE;ELEICAO 2014 FLAVIANO FLAVIO BAPTISTA DE MELO DEPUTADO FEDERAL;5763;CARTAZESåá SANTINHOSåá PRAGUINHASåá ADESIVOS
KIEFER ROBERTO CAVALCANTE LIMA;ELEICAO 2014 VANDA DENIR MILANI NOGUEIRA DEPUTADO FEDERAL;3000;DOAÌàÌÄO DE 225.000 SANTINHOSåá AO PREÌàO UNITÌRIO DE R$ 0åá0133 CADA
FRANCISCO ROQUE DA COSTA;ELEICAO 2014 VANDA DENIR MILANI NOGUEIRA DEPUTADO FEDERAL;4200;DOAÌàÌÄO DE 315.000 SANTINHOS
ESPERIDIÌÄO MENEZES JUNIOR;I D PUBLICIDADES LTDA - ME;500;DOAÌàÌÄO DE 5.000 MIL SANTINHOS
JAIRO DE ALENCAR NONATO;ELEICAO 2014 COMITE FINANCEIRO AC DISTRITAL/ESTADUAL PARA DEPUTADO ESTADUAL PC DO B;1000;SANTINHO
JANETE PEREIRA DE SOUZA;BANCO BTG PACTUAL S.A.;137,5;25.000 MIL SANTINHOS - VALOR UNITARIO R$0åá055 
DANIEL SANTOS DE LIMA;BANCO BTG PACTUAL S.A.;137,5;25 SANTINHOS VALOR UNITARIO 0åá0055
JOSÌä ALTANIZIO TAUMATURGO SÌ;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PDT;31,17;1.416åá64 UNID SANTINHOS VALOU UNIT 0åá022 NF Nå¼ 85
JOSÌä ALTANIZIO TAUMATURGO SÌ;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PDT;19,65;893åá29 UNID SANTINHOS VALOR UNIT 0åá022 NF 64
JOSÌä ALTANIZIO TAUMATURGO SÌ;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PDT;39,85;2.490åá32 UNID SANTINHOS VALOR UNIT 0åá016
SEBASTIÌÄO DOS SANTOS OLIVEIRA;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PDT;220;DOAÌàÌÄO DE 10.000 SANTINHOS VALOR UNIT 0åá022 REFERENTE A NF 84
HEITOR ANDRADE DE MACEDO FILHO;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PDT;48;DOAÌàÌÄO DE 2.182 SANTINHOS VALOR UNIT 0åá022 REFERENTE A NF 67
RAIMUNDO NONATO DE OLIVEIRA;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PDT;256;DOAÌàÌÄO DE 16.000 SANTINHOS VALOR UNIT 0åá016 REFERENTE A NF 17
MARIA DAS DORES TAVARES DE SOUZA;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PDT;104,72;DOAÌàÌÄO DE 6.545 SANTINHOS VALOR UNIT 0åá16 REFERENTE A NF 23
MARIA DAS DORES TAVARES DE SOUZA;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PDT;256;DOAÌàÌÄO DE 16.000 SANTINHOS VALOR UNIT 0åá016 REFERENTE A NF 17
MAURICIO DE OLIVEIRA ARAUJO;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PDT;256;DOAÌàÌÄO DE 16.000 SANTINHOS VALOR UNIT 0åá016 REFERENTE A NF 17
MAURICIO DE OLIVEIRA ARAUJO;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PDT;256;DOAÌàÌÄO DE 16.000 SANTINHOS VALOR UNIT 0åá016 REFERENTE A NF 17
AURELIANO ALVES RABELO;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PDT;220;DOAÌàÌÄO DE 10.000 SANTINHOS VALOR UNIT 0åá022 REFERENTE A NF 84
FORTUNATO MARTINS FILHO;DIRETORIO REGIONAL DO PARTIDO SOCIALISMO E LIBERDADE - PSOL;160;SANTINHO
MIGUEL DA ROCHA RODRIGUES;DIRETORIO REGIONAL DO PARTIDO SOCIALISMO E LIBERDADE - PSOL;80;SANTINHO
MARIA BEATRIZ LIMA DE MAGALHÌÄES;DIRETORIO REGIONAL DO PARTIDO SOCIALISMO E LIBERDADE - PSOL;80;SANTINHO
LUIZA DOS SANTOS;DIRETORIO REGIONAL DO PARTIDO SOCIALISMO E LIBERDADE - PSOL;80;SANTINHOS
AGENOR GERONIMO DE SOUZA;DIRETORIO REGIONAL DO PARTIDO SOCIALISMO E LIBERDADE - PSOL;80;SANTINHO
CLODOALDO DOMINGOS DOS SANTOS;DIRETORIO REGIONAL DO PARTIDO SOCIALISMO E LIBERDADE - PSOL;80;SANTINHO
JÌâNIO VAZ DA SILVA;DIRETORIO REGIONAL DO PARTIDO SOCIALISMO E LIBERDADE - PSOL;80;SANTINHO
EMERSON DA SILVA SANTOS;DIRETORIO REGIONAL DO PARTIDO SOCIALISMO E LIBERDADE - PSOL;80;SANTINHO
NILCEMIR SOARES DA SILVA;DIRETORIO REGIONAL DO PARTIDO SOCIALISMO E LIBERDADE - PSOL;80;SANTINHO
PEDRO TELES DE CARVALHO;DIRETORIO REGIONAL DO PARTIDO SOCIALISMO E LIBERDADE - PSOL;80;SANTINHO
GERALDO SILVA DOS SANTOS;DIRETORIO REGIONAL DO PARTIDO SOCIALISMO E LIBERDADE - PSOL;80;SANTINHO
APOLINARIO DUARTE DE SOUZA;DIRETORIO REGIONAL DO PARTIDO SOCIALISMO E LIBERDADE - PSOL;80;SANTINHO
ANA PAULA MORAIS DE HOLANDA;DIRETORIO REGIONAL DO PARTIDO SOCIALISMO E LIBERDADE - PSOL;80;SANTINHOS
MARIA DO SOCORRO BEZERRA DE OLIVEIRA;DIRETORIO REGIONAL DO PARTIDO SOCIALISMO E LIBERDADE - PSOL;80;SANTINHO
FRANCISCO ANTONIO LIRA DA SILVA MONTEIRO;GPO - GESTAO DE PROJETOS E OBRAS LTDA;250,06;SANTINHOS
MARIA DA CONCEIÌàÌÄO SOUSA DE FREITAS;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PTN;307,6;SANTINHOS
MANOEL PEREIRA LIMA;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PTN;467,2;SANTINHOS
MARILIA CHAVES SOUZA;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PTN;307,6;SANTINHOS
PAULA CRISTINA PEREIRA DOS SANTOS;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PTN;440;SANTINHOS
JONAS DE CASTRO SANTOS;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PTN;307,6;SANTINHOS
JOÌÄO BATISTA PEREIRA DA SILVA;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PTN;1456;SANTINHOS
JUAREZ PEDROSA CAVALCANTE;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PTN;104,72;SANTINHOS 
JUAREZ PEDROSA CAVALCANTE;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PTN;512;SANTINHOS
JUAREZ PEDROSA CAVALCANTE;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PTN;48;SANTINHOS
WELISON DA SILVA MOURA;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PTN;467,2;SANTINHO
SELMA MACHADO SOUZA;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PTN;506,15;SANTINHOS
JOSE EVANGELINO PEREIRA;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PTN;307,6;SANTINHOS 
DAVILSON FERREIRA DE OLIVEIRA;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PTN;467,2;SANTINHOS
MARIA SANDRA DE PAULA;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PTN;609,22;SANTINHOS
ANTONIO DA SILVA OLIVEIRA;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PTN;440;SANTINHOS
FAGNER CALEGARIO DO NASCIMENTO;WELLINGTON DE SOUZA OLIVEIRA - ME;100;DOAÌàÌÄO DE 10 MIL SANTINHOS
MARIA CISLENE RIBEIRO DA COSTA;ELEICAO 2014 MARFISA DE LIMA GALVAO DEPUTADO FEDERAL;48;6.000 UNID DE SANTINHOS 4X4 CORESåá MED 7X10 CMåá PAPEL COUCHE 115G
JOSÌä MARIA DE FREITAS MOREIRA;ELEICAO 2014 MARFISA DE LIMA GALVAO DEPUTADO FEDERAL;120;SANTINHOS 4X4 CORESåá MED 7X10CMåá PAPEL COUCHE 115Gåá 15.000 UNIDADES
JARIS DE SOUZA CARVALHO;ELEICAO 2014 MARFISA DE LIMA GALVAO DEPUTADO FEDERAL;120;15.000 UNIDADES DE SANTINHOS 4X4 CORES MED 7X10CM PAPEL COUCHE 115G 
JOÌÄO DIAS DE MELO;ELEICAO 2014 MARFISA DE LIMA GALVAO DEPUTADO FEDERAL;48;6.000 SANTINHOS 4X4 CORESåá MED 7X10 CMåá PAPEL COUCHE 115G
JOSÌä FERREIRA DO NASCIMENTO FILHO;ELEICAO 2014 MARFISA DE LIMA GALVAO DEPUTADO FEDERAL;120;15.000 UNID DE SANTINHOS 4X4 CORESåá MED 7X10 CM PAPEL COUCHE
MARIA ALDENORA CAMBESSA SILVA;ELEICAO 2014 MARFISA DE LIMA GALVAO DEPUTADO FEDERAL;120;15.0000 UNID SANTINHOS 4X4åá MED 7X10CMåá PAPEL COUCHE 
ALÌäRCIO DIAS;ELEICAO 2014 MARFISA DE LIMA GALVAO DEPUTADO FEDERAL;120;REFERENTE A SANTINHOS 4X4 QUANT. 15.000 V. UNIT.0åá01
ANTONIO SÌäRGIO BAQUER DE BARROS;ELEICAO 2014 MARFISA DE LIMA GALVAO DEPUTADO FEDERAL;120;15.000 UNID DE SANTINHOS 4X4CORESåá MED 7X10CMåá PAPEL COUCHE 115G
JOSÌä PINHEIRO DE ALENCAR;ELEICAO 2014 MARFISA DE LIMA GALVAO DEPUTADO FEDERAL;48;6.000 UNID SANTINHOS 4X4 CORESåá MED 7X10 CM PAPEL COUCHE 115G
FRANCISCO DE ASSIS BATISTA DE SOUZA;ELEICAO 2014 MARFISA DE LIMA GALVAO DEPUTADO FEDERAL;120;15.000 SANTINHOS 4X4 CORESåá MED 7X10 CM 
MARILETE VITORINO DE SIQUEIRA;ELEICAO 2014 MARFISA DE LIMA GALVAO DEPUTADO FEDERAL;120;SANTINHOS 4X4 CORES QUANT. 15.000 V. UNIT. 0åá01
PEDRO OLIVEIRA DA SILVA;ELEICAO 2014 MARFISA DE LIMA GALVAO DEPUTADO FEDERAL;48;6.000 UNID SANTINHOS 4X4 CORES MED 7X10CM PAPEL COUCHE 115
REGINALDO DA SILVA CORDEIRO;ELEICAO 2014 MARFISA DE LIMA GALVAO DEPUTADO FEDERAL;48;SANTINHOSåá4X4 CORESåá MED 7X10 CM PAPEL COUCHE 115G QUANT 6.000 
MARIA JOSÌä BATISTA DE LIMA;ELEICAO 2014 MARFISA DE LIMA GALVAO DEPUTADO FEDERAL;120;15.000 UND DE SANTINHOS 4X4 CORESåá MED 7X10 CMåá PAPEL COUCHE 115G
JAFFESSON RODRIGUES DE FREITAS;ELEICAO 2014 MARFISA DE LIMA GALVAO DEPUTADO FEDERAL;48;6.000 UNID SANTINHOSåá 4X4 CORESåá MED 7X10CM PAPEL COUCHE 115G 
JOSÌä CLAUDINEI RABELO MARTINS;ELEICAO 2014 MARFISA DE LIMA GALVAO DEPUTADO FEDERAL;120;15.000 UNID SANTINHOS 4X4 CORESåá MED 7X1OCMåá PAPEL COUCHE 115G
